Brand,Model,Full_Name,Category,Fuel_Type,Price_INR,Engine_CC,Power_BHP,Torque_NM,Mileage_KMPL,Top_Speed_KMPH,Gears,Weight_KG,ABS_Type,Cooling_System,Cylinder_Type,Color,Launch_Year,State,City,Rating,No_of_Reviews,Is_Price_Outlier,Price_Category,Power_to_Weight,Torque_to_Weight
Royal Enfield,Himalayan,Royal Enfield Himalayan,Adventure Bike,Petrol,233400,411,24.64,31.41,28.1,119.0,5,197,Dual Channel ABS,Air Cooled,Single,Racing Red,2023,Uttar Pradesh,Meerut,4.1,1498,False,Premium (1.5L-3L),0.125,0.159
Royal Enfield,Himalayan,Royal Enfield Himalayan,Adventure Bike,Petrol,218500,411,24.07,31.57,29.8,122.0,5,198,Dual Channel ABS,Air Cooled,Single,Racing Red,2021,Uttar Pradesh,Lucknow,4.6,3421,False,Premium (1.5L-3L),0.122,0.159
Royal Enfield,Himalayan,Royal Enfield Himalayan,Adventure Bike,Petrol,215300,411,24.24,32.27,27.1,120.0,5,199,Dual Channel ABS,Air Cooled,Single,Grey,2020,Tamil Nadu,Madurai,3.8,4175,False,Premium (1.5L-3L),0.122,0.162
Royal Enfield,Himalayan,Royal Enfield Himalayan,Adventure Bike,Petrol,226900,411,23.98,32.12,31.9,124.0,5,197,Dual Channel ABS,Air Cooled,Single,Red,2021,Kerala,Kannur,3.5,6855,False,Premium (1.5L-3L),0.122,0.163
Royal Enfield,Himalayan,Royal Enfield Himalayan,Adventure Bike,Petrol,234400,411,24.66,31.78,31.3,123.0,5,197,Dual Channel ABS,Air Cooled,Single,Pearl White,2023,Uttar Pradesh,Kanpur,4.8,4423,False,Premium (1.5L-3L),0.125,0.161
Royal Enfield,Himalayan,Royal Enfield Himalayan,Adventure Bike,Petrol,240100,411,23.82,32.14,31.2,124.0,5,199,Dual Channel ABS,Air Cooled,Single,Racing Red,2022,Delhi,Ghaziabad,4.2,178,False,Premium (1.5L-3L),0.12,0.162
Royal Enfield,Himalayan,Royal Enfield Himalayan,Adventure Bike,Petrol,217000,411,24.22,31.31,30.0,119.0,5,201,Dual Channel ABS,Air Cooled,Single,Red,2022,Karnataka,Hubballi,5.0,5157,False,Premium (1.5L-3L),0.12,0.156
Royal Enfield,Himalayan,Royal Enfield Himalayan,Adventure Bike,Petrol,218500,411,24.17,31.42,29.1,120.0,5,198,Dual Channel ABS,Air Cooled,Single,Racing Red,2020,Delhi,Gurugram,3.7,736,False,Premium (1.5L-3L),0.122,0.159
Royal Enfield,Scram 411,Royal Enfield Scram 411,Adventure Bike,Petrol,216200,411,24.19,32.32,35.1,122.0,5,194,Dual Channel ABS,Air Cooled,Single,Red,2021,Maharashtra,Nagpur,4.8,3660,False,Premium (1.5L-3L),0.125,0.167
Royal Enfield,Scram 411,Royal Enfield Scram 411,Adventure Bike,Petrol,217200,411,23.69,32.61,35.1,116.0,5,194,Dual Channel ABS,Air Cooled,Single,Grey,2022,Uttar Pradesh,Meerut,3.5,7166,False,Premium (1.5L-3L),0.122,0.168
Royal Enfield,Scram 411,Royal Enfield Scram 411,Adventure Bike,Petrol,227600,411,24.7,32.14,30.0,115.0,5,195,Dual Channel ABS,Air Cooled,Single,Racing Red,2024,Uttar Pradesh,Varanasi,3.4,2572,False,Premium (1.5L-3L),0.127,0.165
Royal Enfield,Scram 411,Royal Enfield Scram 411,Adventure Bike,Petrol,220600,411,23.95,32.47,28.3,116.0,5,195,Dual Channel ABS,Air Cooled,Single,Yellow,2022,Telangana,Hyderabad,3.2,6238,False,Premium (1.5L-3L),0.123,0.167
Royal Enfield,Scram 411,Royal Enfield Scram 411,Adventure Bike,Petrol,215500,411,23.9,31.06,30.1,119.0,5,193,Dual Channel ABS,Air Cooled,Single,Pearl White,2020,Gujarat,Rajkot,3.7,1315,False,Premium (1.5L-3L),0.124,0.161
Royal Enfield,Scram 411,Royal Enfield Scram 411,Adventure Bike,Petrol,213600,411,24.55,31.96,27.4,117.0,5,197,Dual Channel ABS,Air Cooled,Single,Orange,2022,Gujarat,Gandhinagar,3.5,5795,False,Premium (1.5L-3L),0.125,0.162
Royal Enfield,Scram 411,Royal Enfield Scram 411,Adventure Bike,Petrol,232100,411,24.39,31.21,26.7,118.0,5,196,Dual Channel ABS,Air Cooled,Single,Red,2021,Punjab,Jalandhar,3.3,7424,False,Premium (1.5L-3L),0.124,0.159
Royal Enfield,Scram 411,Royal Enfield Scram 411,Adventure Bike,Petrol,212800,411,23.97,31.36,31.0,121.0,5,197,Dual Channel ABS,Air Cooled,Single,Pearl White,2023,Kerala,Kannur,4.3,2584,False,Premium (1.5L-3L),0.122,0.159
Royal Enfield,Scram 411,Royal Enfield Scram 411,Adventure Bike,Petrol,210100,411,24.42,31.2,28.3,120.0,5,196,Dual Channel ABS,Air Cooled,Single,White,2020,Uttar Pradesh,Meerut,4.7,7559,False,Premium (1.5L-3L),0.125,0.159
Royal Enfield,Scram 411,Royal Enfield Scram 411,Adventure Bike,Petrol,220700,411,23.79,32.51,28.4,121.0,5,195,Dual Channel ABS,Air Cooled,Single,Matte Black,2022,Tamil Nadu,Coimbatore,4.8,3236,False,Premium (1.5L-3L),0.122,0.167
Royal Enfield,Scram 411,Royal Enfield Scram 411,Adventure Bike,Petrol,220200,411,24.6,31.49,28.5,119.0,5,194,Dual Channel ABS,Air Cooled,Single,Silver,2020,Telangana,Hyderabad,3.8,3803,False,Premium (1.5L-3L),0.127,0.162
Ktm,Adventure 390,KTM Adventure 390,Adventure Bike,Petrol,353100,373,42.85,36.74,26.0,122.0,6,182,Dual Channel ABS,Liquid Cooled,Single,Orange,2024,Madhya Pradesh,Bhopal,4.4,6516,False,High-End (3L-7L),0.235,0.202
Ktm,Adventure 390,KTM Adventure 390,Adventure Bike,Petrol,357300,373,43.7,36.69,28.0,131.0,6,180,Dual Channel ABS,Liquid Cooled,Single,Green,2020,Karnataka,Mangaluru,3.8,6692,False,High-End (3L-7L),0.243,0.204
Ktm,Adventure 390,KTM Adventure 390,Adventure Bike,Petrol,366300,373,43.44,36.79,26.0,130.0,6,180,Dual Channel ABS,Liquid Cooled,Single,Pearl White,2020,Tamil Nadu,Coimbatore,4.5,5856,False,High-End (3L-7L),0.241,0.204
Ktm,Adventure 390,KTM Adventure 390,Adventure Bike,Petrol,366700,373,43.69,36.99,27.1,129.0,6,181,Dual Channel ABS,Liquid Cooled,Single,Grey,2023,Uttar Pradesh,Kanpur,3.3,915,False,High-End (3L-7L),0.241,0.204
Ktm,Adventure 390,KTM Adventure 390,Adventure Bike,Petrol,369300,373,43.84,37.39,26.8,132.0,6,179,Dual Channel ABS,Liquid Cooled,Single,Blue,2021,Telangana,Hyderabad,4.8,7424,False,High-End (3L-7L),0.245,0.209
Ktm,Adventure 390,KTM Adventure 390,Adventure Bike,Petrol,363600,373,43.68,36.48,25.8,122.0,6,180,Dual Channel ABS,Liquid Cooled,Single,Matte Black,2024,Delhi,Faridabad,4.0,1709,False,High-End (3L-7L),0.243,0.203
Ktm,Adventure 390,KTM Adventure 390,Adventure Bike,Petrol,377600,373,43.07,36.13,24.4,129.0,6,182,Dual Channel ABS,Liquid Cooled,Single,Black,2024,Rajasthan,Udaipur,3.2,4206,False,High-End (3L-7L),0.237,0.199
Ktm,Adventure 390,KTM Adventure 390,Adventure Bike,Petrol,379000,373,42.26,36.69,25.9,132.0,6,180,Dual Channel ABS,Liquid Cooled,Single,Orange,2020,Telangana,Khammam,4.8,7116,False,High-End (3L-7L),0.235,0.204
Ktm,Adventure 390,KTM Adventure 390,Adventure Bike,Petrol,371400,373,43.23,36.24,24.9,129.0,6,181,Dual Channel ABS,Liquid Cooled,Single,Green,2024,Rajasthan,Kota,3.6,1445,False,High-End (3L-7L),0.239,0.2
Ktm,Adventure 390,KTM Adventure 390,Adventure Bike,Petrol,354600,373,42.51,37.53,26.3,128.0,6,178,Dual Channel ABS,Liquid Cooled,Single,White,2020,West Bengal,Howrah,3.3,153,False,High-End (3L-7L),0.239,0.211
Ktm,Adventure 390,KTM Adventure 390,Adventure Bike,Petrol,354100,373,42.59,36.83,25.8,130.0,6,181,Dual Channel ABS,Liquid Cooled,Single,Racing Red,2024,Rajasthan,Kota,4.9,5130,False,High-End (3L-7L),0.235,0.203
Bmw,F 850 GS,BMW F 850 GS,Adventure Bike,Petrol,1483900,853,93.27,91.55,16.4,122.0,6,227,Dual Channel ABS,Liquid Cooled,Parallel Twin,Red,2024,Rajasthan,Ajmer,4.1,6012,True,Luxury (>7L),0.411,0.403
Bmw,F 850 GS,BMW F 850 GS,Adventure Bike,Petrol,1505000,853,96.72,89.61,17.4,137.0,6,225,Dual Channel ABS,Liquid Cooled,Parallel Twin,Silver,2022,Telangana,Khammam,3.4,3969,True,Luxury (>7L),0.43,0.398
Bmw,F 850 GS,BMW F 850 GS,Adventure Bike,Petrol,1519700,853,95.67,93.66,15.2,138.0,6,227,Dual Channel ABS,Liquid Cooled,Parallel Twin,Matte Black,2020,Maharashtra,Aurangabad,3.6,5191,True,Luxury (>7L),0.421,0.413
Bmw,F 850 GS,BMW F 850 GS,Adventure Bike,Petrol,1569700,853,94.38,91.6,16.6,138.0,6,225,Dual Channel ABS,Liquid Cooled,Parallel Twin,Red,2022,Delhi,Ghaziabad,4.2,113,True,Luxury (>7L),0.419,0.407
Bmw,F 850 GS,BMW F 850 GS,Adventure Bike,Petrol,1513200,853,95.71,92.58,16.9,133.0,6,226,Dual Channel ABS,Liquid Cooled,Parallel Twin,White,2020,Delhi,Gurugram,4.5,4920,True,Luxury (>7L),0.423,0.41
Bmw,F 850 GS,BMW F 850 GS,Adventure Bike,Petrol,1536700,853,92.28,91.47,15.4,122.0,6,225,Dual Channel ABS,Liquid Cooled,Parallel Twin,Pearl White,2022,Kerala,Kochi,4.7,5139,True,Luxury (>7L),0.41,0.407
Bmw,F 850 GS,BMW F 850 GS,Adventure Bike,Petrol,1487800,853,95.02,93.43,17.5,138.0,6,226,Dual Channel ABS,Liquid Cooled,Parallel Twin,Grey,2022,Kerala,Kozhikode,3.2,938,True,Luxury (>7L),0.42,0.413
Bmw,F 850 GS,BMW F 850 GS,Adventure Bike,Petrol,1505500,853,94.66,89.39,18.3,134.0,6,227,Dual Channel ABS,Liquid Cooled,Parallel Twin,Racing Red,2021,Karnataka,Hubballi,4.1,6573,True,Luxury (>7L),0.417,0.394
Bmw,F 850 GS,BMW F 850 GS,Adventure Bike,Petrol,1590100,853,95.6,90.01,16.9,139.0,6,225,Dual Channel ABS,Liquid Cooled,Parallel Twin,Green,2023,Karnataka,Mangaluru,3.6,3630,True,Luxury (>7L),0.425,0.4
Kawasaki,Versys 650,Kawasaki Versys 650,Adventure Bike,Petrol,725700,649,66.59,66.84,21.3,140.0,6,199,Dual Channel ABS,Liquid Cooled,Parallel Twin,White,2023,Maharashtra,Mumbai,3.9,2493,True,Luxury (>7L),0.335,0.336
Kawasaki,Versys 650,Kawasaki Versys 650,Adventure Bike,Petrol,727300,649,65.03,66.77,19.4,144.0,6,198,Dual Channel ABS,Liquid Cooled,Parallel Twin,Grey,2021,Rajasthan,Kota,4.2,3586,True,Luxury (>7L),0.328,0.337
Kawasaki,Versys 650,Kawasaki Versys 650,Adventure Bike,Petrol,738500,649,67.82,65.73,20.2,141.0,6,198,Dual Channel ABS,Liquid Cooled,Parallel Twin,Black,2024,West Bengal,Kolkata,4.3,7858,True,Luxury (>7L),0.343,0.332
Kawasaki,Versys 650,Kawasaki Versys 650,Adventure Bike,Petrol,710800,649,67.25,64.52,20.3,145.0,6,197,Dual Channel ABS,Liquid Cooled,Parallel Twin,Pearl White,2024,Maharashtra,Nagpur,3.9,6358,True,Luxury (>7L),0.341,0.328
Kawasaki,Versys 650,Kawasaki Versys 650,Adventure Bike,Petrol,720800,649,67.78,63.77,18.0,139.0,6,199,Dual Channel ABS,Liquid Cooled,Parallel Twin,Orange,2024,West Bengal,Howrah,3.2,94,True,Luxury (>7L),0.341,0.32
Kawasaki,Versys 650,Kawasaki Versys 650,Adventure Bike,Petrol,714100,649,65.3,66.81,20.2,145.0,6,197,Dual Channel ABS,Liquid Cooled,Parallel Twin,Grey,2021,Madhya Pradesh,Gwalior,3.3,5099,True,Luxury (>7L),0.331,0.339
Kawasaki,Versys 650,Kawasaki Versys 650,Adventure Bike,Petrol,738000,649,65.43,65.89,21.2,143.0,6,197,Dual Channel ABS,Liquid Cooled,Parallel Twin,Racing Red,2020,West Bengal,Kolkata,3.4,4978,True,Luxury (>7L),0.332,0.334
Hero,Xpulse 200T,Hero Xpulse 200T,Adventure Bike,Petrol,135700,199,18.76,17.24,35.6,122.0,5,143,Single Channel ABS,Air Cooled,Single,Silver,2020,Delhi,Gurugram,4.3,7583,False,Mid-Range (80K-1.5L),0.131,0.121
Hero,Xpulse 200T,Hero Xpulse 200T,Adventure Bike,Petrol,129600,199,18.09,17.28,32.0,117.0,5,144,Single Channel ABS,Air Cooled,Single,Red,2023,Maharashtra,Nagpur,3.9,517,False,Mid-Range (80K-1.5L),0.126,0.12
Hero,Xpulse 200T,Hero Xpulse 200T,Adventure Bike,Petrol,139700,199,17.98,17.24,32.3,122.0,5,141,Single Channel ABS,Air Cooled,Single,Green,2021,Tamil Nadu,Trichy,4.4,913,False,Mid-Range (80K-1.5L),0.128,0.122
Hero,Xpulse 200T,Hero Xpulse 200T,Adventure Bike,Petrol,138800,199,18.52,17.25,30.9,120.0,5,142,Single Channel ABS,Air Cooled,Single,Black,2020,Madhya Pradesh,Gwalior,3.3,4705,False,Mid-Range (80K-1.5L),0.13,0.121
Hero,Xpulse 200T,Hero Xpulse 200T,Adventure Bike,Petrol,135100,199,18.15,16.92,30.8,122.0,5,144,Single Channel ABS,Air Cooled,Single,Pearl White,2023,Telangana,Hyderabad,3.7,5759,False,Mid-Range (80K-1.5L),0.126,0.118
Hero,Xpulse 200T,Hero Xpulse 200T,Adventure Bike,Petrol,132700,199,18.48,17.25,56.9,121.0,5,143,Single Channel ABS,Air Cooled,Single,Yellow,2021,Rajasthan,Jaipur,3.2,7841,False,Mid-Range (80K-1.5L),0.129,0.121
Hero,Xpulse 200T,Hero Xpulse 200T,Adventure Bike,Petrol,130700,199,18.73,16.66,34.0,123.0,5,143,Single Channel ABS,Air Cooled,Single,Red,2020,Delhi,Faridabad,3.9,7015,False,Mid-Range (80K-1.5L),0.131,0.117
Bajaj,Dominar 400,Bajaj Dominar 400,Adventure Bike,Petrol,229100,373,40.59,35.05,24.7,117.0,6,185,Dual Channel ABS,Liquid Cooled,Single,Green,2021,Punjab,Chandigarh,3.7,3220,False,Premium (1.5L-3L),0.219,0.189
Bajaj,Dominar 400,Bajaj Dominar 400,Adventure Bike,Petrol,239700,373,39.28,34.63,27.0,122.0,6,184,Dual Channel ABS,Liquid Cooled,Single,Blue,2020,Karnataka,Bengaluru,4.5,4882,False,Premium (1.5L-3L),0.213,0.188
Bajaj,Dominar 400,Bajaj Dominar 400,Adventure Bike,Petrol,235000,373,40.24,34.66,24.0,122.0,6,186,Dual Channel ABS,Liquid Cooled,Single,Red,2022,Uttar Pradesh,Lucknow,,6478,False,Premium (1.5L-3L),0.216,0.186
Bajaj,Dominar 400,Bajaj Dominar 400,Adventure Bike,Petrol,234200,373,38.87,34.2,26.3,120.0,6,186,Dual Channel ABS,Liquid Cooled,Single,White,2024,West Bengal,Asansol,3.6,615,False,Premium (1.5L-3L),0.209,0.184
Bajaj,Dominar 400,Bajaj Dominar 400,Adventure Bike,Petrol,225900,373,39.41,35.34,35.650000000000006,118.0,6,186,Dual Channel ABS,Liquid Cooled,Single,Red,2021,Madhya Pradesh,Indore,4.3,7435,False,Premium (1.5L-3L),0.212,0.19
Bajaj,Dominar 400,Bajaj Dominar 400,Adventure Bike,Petrol,226300,373,38.93,34.3,24.6,123.0,6,185,Dual Channel ABS,Liquid Cooled,Single,Silver,2024,Maharashtra,Mumbai,4.6,1831,False,Premium (1.5L-3L),0.21,0.185
Bajaj,Dominar 400,Bajaj Dominar 400,Adventure Bike,Petrol,231500,373,40.39,35.29,26.0,119.0,6,182,Dual Channel ABS,Liquid Cooled,Single,Yellow,2021,West Bengal,Asansol,3.8,7927,False,Premium (1.5L-3L),0.222,0.194
Bajaj,Dominar 400,Bajaj Dominar 400,Adventure Bike,Petrol,227400,373,39.29,34.97,23.6,123.0,6,186,Dual Channel ABS,Liquid Cooled,Single,White,2022,Karnataka,Mangaluru,4.2,3618,False,Premium (1.5L-3L),0.211,0.188
Bajaj,Dominar 400,Bajaj Dominar 400,Adventure Bike,Petrol,232500,373,40.65,35.19,26.0,119.0,6,185,Dual Channel ABS,Liquid Cooled,Single,Silver,2020,Karnataka,Bengaluru,3.2,1494,False,Premium (1.5L-3L),0.22,0.19
Bajaj,Dominar 400,Bajaj Dominar 400,Adventure Bike,Petrol,238900,373,39.7,34.37,23.8,122.0,6,182,Dual Channel ABS,Liquid Cooled,Single,Blue,2021,Uttar Pradesh,Kanpur,4.4,4310,False,Premium (1.5L-3L),0.218,0.189
Bajaj,Dominar 400,Bajaj Dominar 400,Adventure Bike,Petrol,236900,373,39.4,34.68,25.8,118.0,6,182,Dual Channel ABS,Liquid Cooled,Single,Matte Black,2020,Madhya Pradesh,Jabalpur,4.3,6435,False,Premium (1.5L-3L),0.216,0.191
Bajaj,Dominar 400,Bajaj Dominar 400,Adventure Bike,Petrol,244700,373,40.34,35.1,24.3,118.0,6,182,Dual Channel ABS,Liquid Cooled,Single,Orange,2024,Maharashtra,Aurangabad,4.1,3827,False,Premium (1.5L-3L),0.222,0.193
Bajaj,Dominar 250,Bajaj Dominar 250,Adventure Bike,Petrol,176600,248,25.87,23.22,26.7,114.0,6,178,Single Channel ABS,Liquid Cooled,Single,White,2021,Uttar Pradesh,Varanasi,4.4,378,False,Premium (1.5L-3L),0.145,0.13
Bajaj,Dominar 250,Bajaj Dominar 250,Adventure Bike,Petrol,175500,248,26.01,22.83,28.5,112.0,6,177,Single Channel ABS,Liquid Cooled,Single,Black,2020,Uttar Pradesh,Lucknow,4.9,1465,False,Premium (1.5L-3L),0.147,0.129
Bajaj,Dominar 250,Bajaj Dominar 250,Adventure Bike,Petrol,177300,248,27.0,23.07,26.2,113.0,6,176,Single Channel ABS,Liquid Cooled,Single,Orange,2023,Kerala,Kannur,3.6,5569,False,Premium (1.5L-3L),0.153,0.131
Bajaj,Dominar 250,Bajaj Dominar 250,Adventure Bike,Petrol,169000,248,26.45,23.84,26.4,116.0,6,179,Single Channel ABS,Liquid Cooled,Single,Green,2021,Rajasthan,Jodhpur,3.3,4818,False,Premium (1.5L-3L),0.148,0.133
Bajaj,Dominar 250,Bajaj Dominar 250,Adventure Bike,Petrol,168000,248,26.07,22.94,29.5,112.0,6,178,Single Channel ABS,Liquid Cooled,Single,Silver,2021,Gujarat,Surat,4.3,2234,False,Premium (1.5L-3L),0.146,0.129
Bajaj,Dominar 250,Bajaj Dominar 250,Adventure Bike,Petrol,167300,248,26.98,23.5,30.1,117.0,6,180,Single Channel ABS,Liquid Cooled,Single,Green,2021,Uttar Pradesh,Varanasi,4.6,1826,False,Premium (1.5L-3L),0.15,0.131
Bajaj,Dominar 250,Bajaj Dominar 250,Adventure Bike,Petrol,180400,248,26.45,23.96,29.0,118.0,6,179,Single Channel ABS,Liquid Cooled,Single,Blue,2020,Kerala,Kannur,3.9,4299,False,Premium (1.5L-3L),0.148,0.134
Bajaj,Dominar 250,Bajaj Dominar 250,Adventure Bike,Petrol,169700,248,26.57,23.84,29.0,113.0,6,180,Single Channel ABS,Liquid Cooled,Single,Racing Red,2021,Madhya Pradesh,Jabalpur,3.6,3582,False,Premium (1.5L-3L),0.148,0.132
Benelli,TRK 502,Benelli TRK 502,Adventure Bike,Petrol,518800,499,47.11,45.47,22.4,127.0,6,189,Dual Channel ABS,Liquid Cooled,Parallel Twin,Silver,2024,Telangana,Hyderabad,3.3,4375,True,High-End (3L-7L),0.249,0.241
Benelli,TRK 502,Benelli TRK 502,Adventure Bike,Petrol,522300,499,47.03,44.19,23.8,127.0,6,189,Dual Channel ABS,Liquid Cooled,Parallel Twin,Red,2023,Maharashtra,Aurangabad,4.9,1112,True,High-End (3L-7L),0.249,0.234
Benelli,TRK 502,Benelli TRK 502,Adventure Bike,Petrol,530100,499,47.28,43.96,22.5,128.0,6,188,Dual Channel ABS,Liquid Cooled,Parallel Twin,Matte Black,2024,Karnataka,Mangaluru,3.2,3751,True,High-End (3L-7L),0.251,0.234
Benelli,TRK 502,Benelli TRK 502,Adventure Bike,Petrol,528200,499,46.96,43.72,21.2,129.0,6,190,Dual Channel ABS,Liquid Cooled,Parallel Twin,Pearl White,2020,Madhya Pradesh,Bhopal,3.9,5683,True,High-End (3L-7L),0.247,0.23
Benelli,TRK 502,Benelli TRK 502,Adventure Bike,Petrol,524400,499,47.4,45.7,21.0,122.0,6,186,Dual Channel ABS,Liquid Cooled,Parallel Twin,Matte Black,2022,Tamil Nadu,Chennai,4.5,474,True,High-End (3L-7L),0.255,0.246
Benelli,TRK 502,Benelli TRK 502,Adventure Bike,Petrol,517200,499,47.5,43.8,22.5,128.0,6,187,Dual Channel ABS,Liquid Cooled,Parallel Twin,Red,2022,Uttar Pradesh,Meerut,3.9,5334,True,High-End (3L-7L),0.254,0.234
Benelli,TRK 502,Benelli TRK 502,Adventure Bike,Petrol,544200,499,47.55,45.81,20.3,132.0,6,187,Dual Channel ABS,Liquid Cooled,Parallel Twin,Black,2023,Tamil Nadu,Trichy,4.5,6187,True,High-End (3L-7L),0.254,0.245
Suzuki,Hayabusa,Suzuki Hayabusa,Superbike,Petrol,1681700,1340,184.88,148.89,11.8,143.0,6,262,Dual Channel ABS,Liquid Cooled,Inline 4,Pearl White,2023,Delhi,Ghaziabad,3.7,544,True,Luxury (>7L),0.706,0.568
Suzuki,Hayabusa,Suzuki Hayabusa,Superbike,Petrol,1692300,1340,187.69,150.7,12.9,137.0,6,263,Dual Channel ABS,Liquid Cooled,Inline 4,Grey,2023,Punjab,Patiala,4.3,6577,True,Luxury (>7L),0.714,0.573
Suzuki,Hayabusa,Suzuki Hayabusa,Superbike,Petrol,1730300,1340,190.35,146.08,11.0,137.0,6,263,Dual Channel ABS,Liquid Cooled,Inline 4,Black,2023,Uttar Pradesh,Lucknow,4.8,2387,True,Luxury (>7L),0.724,0.555
Suzuki,Hayabusa,Suzuki Hayabusa,Superbike,Petrol,1694700,1340,187.77,152.49,11.7,140.0,6,265,Dual Channel ABS,Liquid Cooled,Inline 4,Pearl White,2020,Tamil Nadu,Trichy,3.7,7967,True,Luxury (>7L),0.709,0.575
Suzuki,Hayabusa,Suzuki Hayabusa,Superbike,Petrol,1716400,1340,183.56,152.61,12.1,140.0,6,266,Dual Channel ABS,Liquid Cooled,Inline 4,Blue,2020,Telangana,Karimnagar,3.2,6594,True,Luxury (>7L),0.69,0.574
Suzuki,Hayabusa,Suzuki Hayabusa,Superbike,Petrol,1680900,1340,189.26,148.84,11.3,138.0,6,264,Dual Channel ABS,Liquid Cooled,Inline 4,Silver,2024,West Bengal,Durgapur,4.4,4368,True,Luxury (>7L),0.717,0.564
Suzuki,Hayabusa,Suzuki Hayabusa,Superbike,Petrol,1665500,1340,189.3,146.61,11.2,138.0,6,266,Dual Channel ABS,Liquid Cooled,Inline 4,Silver,2022,Delhi,Noida,4.9,6330,True,Luxury (>7L),0.712,0.551
Suzuki,Hayabusa,Suzuki Hayabusa,Superbike,Petrol,1733200,1340,188.01,152.29,12.5,138.0,6,263,Dual Channel ABS,Liquid Cooled,Inline 4,Grey,2021,Madhya Pradesh,Ujjain,5.0,6900,True,Luxury (>7L),0.715,0.579
Suzuki,Hayabusa,Suzuki Hayabusa,Superbike,Petrol,1660500,1340,183.31,150.8,12.2,139.0,6,263,Dual Channel ABS,Liquid Cooled,Inline 4,White,2023,Gujarat,Gandhinagar,3.7,1536,True,Luxury (>7L),0.697,0.573
Kawasaki,Ninja ZX-10R,Kawasaki Ninja ZX-10R,Superbike,Petrol,1567300,998,213.48,115.87,12.8,139.0,6,298,Dual Channel ABS,Liquid Cooled,Inline 4,Grey,2020,Karnataka,Belagavi,4.9,3339,True,Luxury (>7L),0.716,0.389
Kawasaki,Ninja ZX-10R,Kawasaki Ninja ZX-10R,Superbike,Petrol,1500600,998,208.68,113.12,12.8,141.0,6,298,Dual Channel ABS,Liquid Cooled,Inline 4,Yellow,2022,Madhya Pradesh,Ujjain,4.4,2446,True,Luxury (>7L),0.7,0.38
Kawasaki,Ninja ZX-10R,Kawasaki Ninja ZX-10R,Superbike,Petrol,1619900,998,204.12,115.35,10.8,137.0,6,300,Dual Channel ABS,Liquid Cooled,Inline 4,Orange,2020,Madhya Pradesh,Jabalpur,4.5,7399,True,Luxury (>7L),0.68,0.384
Kawasaki,Ninja ZX-10R,Kawasaki Ninja ZX-10R,Superbike,Petrol,1592600,998,210.43,114.8,11.1,129.0,6,299,Dual Channel ABS,Liquid Cooled,Inline 4,Orange,2020,Tamil Nadu,Salem,3.8,5006,True,Luxury (>7L),0.704,0.384
Kawasaki,Ninja ZX-10R,Kawasaki Ninja ZX-10R,Superbike,Petrol,1529400,998,205.74,113.28,20.2,137.0,6,299,Dual Channel ABS,Liquid Cooled,Inline 4,Silver,2020,Maharashtra,Aurangabad,5.0,3256,True,Luxury (>7L),0.688,0.379
Kawasaki,Ninja ZX-10R,Kawasaki Ninja ZX-10R,Superbike,Petrol,1559600,998,207.32,113.22,11.6,141.0,6,297,Dual Channel ABS,Liquid Cooled,Inline 4,Orange,2023,Madhya Pradesh,Jabalpur,3.9,2356,True,Luxury (>7L),0.698,0.381
Kawasaki,Ninja ZX-10R,Kawasaki Ninja ZX-10R,Superbike,Petrol,1532400,998,213.89,113.89,12.7,138.0,6,301,Dual Channel ABS,Liquid Cooled,Inline 4,Silver,2022,Uttar Pradesh,Varanasi,3.5,5988,True,Luxury (>7L),0.711,0.378
Kawasaki,Ninja ZX-10R,Kawasaki Ninja ZX-10R,Superbike,Petrol,1589700,998,214.06,111.83,12.9,129.0,6,300,Dual Channel ABS,Liquid Cooled,Inline 4,Grey,2023,Karnataka,Mysuru,5.0,4328,True,Luxury (>7L),0.714,0.373
Kawasaki,Ninja ZX-10R,Kawasaki Ninja ZX-10R,Superbike,Petrol,1513300,998,209.66,116.71,11.0,143.0,6,300,Dual Channel ABS,Liquid Cooled,Inline 4,Green,2021,Rajasthan,Udaipur,4.2,5843,True,Luxury (>7L),0.699,0.389
Kawasaki,Ninja H2,Kawasaki Ninja H2,Superbike,Petrol,3721500,998,226.44,137.64,8.8,129.0,6,400,Dual Channel ABS,Liquid Cooled,Inline 4 Supercharged,Matte Black,2022,Telangana,Karimnagar,4.1,6085,True,Luxury (>7L),0.566,0.344
Kawasaki,Ninja H2,Kawasaki Ninja H2,Superbike,Petrol,3882400,998,231.5,142.02,8.9,133.0,6,400,Dual Channel ABS,Liquid Cooled,Inline 4 Supercharged,Black,2022,West Bengal,Siliguri,4.0,4054,True,Luxury (>7L),0.579,0.355
Kawasaki,Ninja H2,Kawasaki Ninja H2,Superbike,Petrol,3697200,998,226.13,139.28,10.2,132.0,6,398,Dual Channel ABS,Liquid Cooled,Inline 4 Supercharged,Racing Red,2022,Maharashtra,Aurangabad,4.2,4658,True,Luxury (>7L),0.568,0.35
Kawasaki,Ninja H2,Kawasaki Ninja H2,Superbike,Petrol,3649300,998,222.83,140.72,10.2,129.0,6,399,Dual Channel ABS,Liquid Cooled,Inline 4 Supercharged,Red,2022,Madhya Pradesh,Ujjain,,504,True,Luxury (>7L),0.558,0.353
